Column1;PORT_NAME;VID;coords
3202;OKONO TERMINAL;PID1114;((7.290887218412943, 3.988585),)
3203;okoro offshore terminal;PID1115;((7.826720013401233, 4.4054400000000005),)
3206;SUNDSVALL;PID1116;((17.362305283761394, 62.39323),)
3210;OKWORI TERMINAL;PID1117;((6.939924914254203, 3.8598850000000002),)
3212;ibiza;PID1118;((1.444660045312733, 38.90998),)
3217;PELABUHAN SUNGAI UDANG;PID1119;((102.11265, 2.2323500000000003),)
3219;BENOA;PID1120;((115.23684147027895, -8.751445),)
3222;SUNNDALSORA;PID1121;((8.536066, 62.68681),)
3227;berbera;PID1122;((44.97723979861814, 10.4337),)
3228;illichivsk;PID1123;((30.64456033199195, 46.342805),)
3229;omaezaki;PID1124;((138.2245335887926, 34.634645),)
3230;supsa offshore terminal;PID1125;((41.71100007167681, 42.019504999999995),)
3232;PUERTO ILO;PID1126;((-71.37081829235422, -17.652695),)
3234;suralaya power station;PID1127;((106.02851900048469, -5.88759),)
3236;ILOILO;PID1128;((122.59724363659794, 10.696655),)
3237;ONAHAMA KO;PID1129;((140.88742716920376, 36.92534),)
3246;SUVA HARBOR;PID1130;((178.42089202348066, -18.137005000000002),)
3248;ima offshore terminal;PID1131;((7.390707789057812, 4.22059),)
3251;imari;PID1132;((129.81979956395534, 33.337554999999995),)
3254;imbituba;PID1133;((-48.64725643854749, -28.217545),)
3255;swinoujscie;PID1134;((14.25671988234319, 53.905135),)
3256;MERS EL KEBIR;PID1135;((-0.6540080023375281, 35.72914),)
3258;PORTO DI ORISTANO;PID1136;((8.552953098958339, 39.866755),)
3261;SYDNEY;PID1137;((-60.25631410731931, 46.18625),)
3264;szczecin;PID1138;((14.653835344621596, 53.466899999999995),)
3266;INKOO;PID1139;((23.9272412080388, 60.017585),)
3268;bima marine terminal;PID1140;((107.0729675, -5.760755),)
3269;BALBOA;PID1141;((-79.57591539395878, 8.9519),)
3270;OSAKA;PID1142;((135.4001397929057, 34.64694),)
3271;TACHIBANA;PID1143;((134.66423983958276, 33.866254999999995),)
3274;OSHAWA;PID1144;((-78.72752425193858, 43.86803),)
3275;TACOMA;PID1145;((-122.42362220998925, 47.27585),)
3276;bissau;PID1146;((-15.580704635140645, 11.848030000000001),)
3280;BITUNG;PID1147;((125.15395354007757, 1.42651),)
3281;IQUIQUE;PID1148;((-70.15906423245157, -20.19213),)
3284;bizerte;PID1149;((9.858750384615384, 37.257915),)
3286;oslo;PID1150;((10.726469297114402, 59.891175),)
3292;YAKACIK;PID1151;((36.19260933152178, 36.72944),)
3293;TAGONOURA KO;PID1152;((138.69385814853558, 35.14098),)
3295;ISHIKARI BAY NEW PORT;PID1153;((141.27366451799543, 43.21406),)
3296;OTARU KO;PID1154;((141.01661532570125, 43.208115),)
3297;bluff;PID1155;((168.35344818902843, -46.59279),)
3298;ishikawa;PID1156;((127.84717113287323, 26.429105),)
3301;boca chica;PID1157;((-69.61626347664588, 18.414595),)
3302;ISKENDERUN;PID1158;((36.19250733847727, 36.646074999999996),)
3304;isken power station;PID1159;((35.88227334051724, 36.83626),)
3305;bodo;PID1160;((14.374305423728794, 67.28533999999999),)
3307;itacoatiara;PID1161;((-58.48789405731516, -3.134655),)
3308;bojonegara;PID1162;((106.10884205763867, -5.958615),)
3310;taishan;PID1163;((112.92265881969587, 21.84355),)
3312;itajai;PID1164;((-48.71658019001832, -26.877265),)
3313;PORT OWENDO;PID1165;((9.494987624087301, 0.30165),)
3314;ITAQUI;PID1166;((-44.369833902374666, -2.5615449999999997),)
3318;bonga offshore terminal;PID1167;((4.616702500000001, 4.52175),)
3320;OXELOSUND;PID1168;((17.13396368703008, 58.670065),)
3321;IWAKUNI KO;PID1169;((132.2440847948522, 34.187259999999995),)
3322;bonny island;PID1170;((7.140621454496692, 4.41216),)
3324;takehara power station;PID1171;((132.9582166369969, 34.335585),)
3325;BONNY OFFSHORE TERMINAL;PID1172;((7.184526280787203, 4.15091),)
3327;oyo offshore terminal;PID1173;((4.589450028503563, 5.386335),)
3328;IZMIR;PID1174;((27.129304361319335, 38.442195),)
3329;BONTANG LNG TERMINAL;PID1175;((117.55907363642264, 0.10059499999999999),)
3330;TAKULA TERMINAL;PID1176;((11.810002484341744, -5.23301),)
3331;pachi;PID1177;((23.373127600422727, 37.971175),)
3332;GOTO OIL TERMINAL;PID1178;((-68.38389833413217, 12.2172),)
3335;TALARA;PID1179;((-81.2892723181697, -4.578435000000001),)
3336;MAYPORT;PID1180;((-81.5348210665529, 30.360675),)
3338;BOSTON;PID1181;((-70.96431384095686, 42.35391),)
3340;pagbilao grande island;PID1182;((121.74835505314022, 13.88988),)
3341;jaigarh;PID1183;((73.21415289053436, 17.298975),)
3342;BOTAS;PID1184;((35.934372403203696, 36.87744),)
3343;TAMPA;PID1185;((-82.50785464300677, 27.770899999999997),)
3347;tampico;PID1186;((-97.51005965889354, 22.24708),)
3348;PAITA;PID1187;((-81.0816856739925, -4.99792),)
3350;BRAKE;PID1188;((8.501299932312335, 53.501605),)
3351;paiton probolinggo power station;PID1189;((113.58135730613755, -7.70735),)
3354;PALANCA TERMINAL;PID1190;((12.371181762540832, -7.120139999999999),)
3355;jasmine venture mv7 offshore;PID1191;((101.25, 11.316665),)
3358;BREMERHAVEN;PID1192;((8.566538297800337, 53.54827),)
3359;JAWAHARLAL NEHRU PORT (NHAVA SHIVA);PID1193;((72.9428135121114, 18.946235),)
3360;PUNTA NIZAO OIL TERMINAL;PID1194;((-70.199725, 18.2075),)
3362;jayapura;PID1195;((140.72943273006342, -2.5374),)
3363;PORTO DI PALERMO;PID1196;((13.534070055703328, 38.212235),)
3365;MINA JABAL ALI;PID1197;((55.05742071340188, 25.02074),)
3366;BREVIK;PID1198;((9.743168952504874, 59.039055000000005),)
3367;TANGIER-MEDITERRANEAN;PID1199;((-5.510965664277041, 35.88637),)
3370;JABAL AZ ZANNAH/RUWAYS;PID1200;((52.66636047663552, 24.200865),)
3371;PALMA DE MALLORCA;PID1201;((2.637100353773588, 39.558325),)
3373;PALM BEACH;PID1202;((-80.05035261165548, 26.76507),)
3375;NANTONG;PID1203;((120.38872350321888, 31.99335),)
3376;BRINDISI;PID1204;((17.987295846938782, 40.645025000000004),)
3377;tanjung bara;PID1205;((117.65258319570137, 0.52867),)
3379;jinshan;PID1206;((121.41041000544712, 30.715035),)
3382;AVONMOUTH;PID1207;((-2.721722071716565, 51.504104999999996),)
3383;merak;PID1208;((105.99782789597083, -5.964195),)
3385;brofjorden;PID1209;((11.430749908818722, 58.358914999999996),)
3386;jieh;PID1210;((35.407126395098885, 33.656009999999995),)
3387;tanjung jati;PID1211;((110.73245043118781, -6.43651),)
3389;JIZAN;PID1212;((42.465160413261614, 16.926085),)
3390;PANJANG;PID1213;((105.30932053322299, -5.47546),)
3391;tanjung langsat;PID1214;((103.9899923151722, 1.454685),)
3392;BROWNSVILLE;PID1215;((-97.26043301679587, 26.01575),)
3393;pantoloan;PID1216;((119.85447308646616, -0.7144999999999999),)
3397;BRUNSWICK;PID1217;((-81.44161773649294, 31.137345),)
3398;EL JORF LASFAR;PID1218;((-8.632756387872693, 33.116820000000004),)
3399;tanjung uban;PID1219;((104.21071119811242, 1.073945),)
3400;PAPEETE;PID1220;((-149.56908487325177, -17.516525),)
3403;PARADIP;PID1221;((86.62512704692267, 20.23417),)
3404;JOSE TERMINAL;PID1222;((-64.84062176204597, 10.135539999999999),)
3407;paramaribo;PID1223;((-55.13044526369863, 5.824325),)
3409;jose ignacio oil terminal;PID1224;((-54.7125, -34.895275),)
3410;PARANAGUA;PID1225;((-48.49018738158438, -25.525885000000002),)
3413;jotun a offshore terminal;PID1226;((2.38636, 59.455254999999994),)
3414;tarahan;PID1227;((105.34153010172548, -5.513005),)
3415;paranam;PID1228;((-55.07283250263807, 5.633925),)
3416;BUCHANAN;PID1229;((-10.062941541786744, 5.851955),)
3419;AL JUBAYL;PID1230;((49.80682647142126, 27.15417),)
3420;BUENAVENTURA;PID1231;((-77.13954027623768, 3.847725),)
3421;TARANTO;PID1232;((17.187979790456758, 40.466865),)
3423;jubilee offshore;PID1233;((-2.9306900000000002, 4.66539),)
3424;BUENOS AIRES;PID1234;((-58.33031160901467, -34.610640000000004),)
3425;PASCAGOULA;PID1235;((-88.53118647072071, 30.338655000000003),)
3428;pazflor offshore terminal;PID1236;((12.0391275, -7.61538),)
3429;TARRAGONA;PID1237;((1.2093694112882996, 41.088475),)
3430;kabil;PID1238;((104.151963575194, 1.069685),)
3431;bullenbaai;PID1239;((-69.01958906504065, 12.189575000000001),)
3432;pecem;PID1240;((-38.798738274790594, -3.51599),)
3433;TARTUS;PID1241;((35.85729868879555, 34.943525),)
3434;bunbury;PID1242;((115.65916662063954, -33.304105),)
3436;bundaberg;PID1243;((152.4361429679376, -24.752405),)
3438;TAWA;PID1244;((117.69817362819416, 4.2775099999999995),)
3439;TANJUNG ARANG  (BUNYU);PID1245;((117.59116746217828, 3.26857),)
3442;KAKINADA BAY;PID1246;((82.30708105212098, 16.965600000000002),)
3443;BURGAS;PID1247;((27.548198509966497, 42.49387),)
3444;penglai 19-3 offshore terminal;PID1248;((120.083335, 38.400000000000006),)
3445;tekirdag;PID1249;((27.51673483455211, 40.96429500000001),)
3446;burns harbour;PID1250;((-87.1373443338727, 41.633695),)
3447;kalamaki;PID1251;((23.022710015463915, 37.919335000000004),)
3449;teluk bayur;PID1252;((100.37713386331444, -0.999425),)
3450;kalbut situbondo offshore terminal;PID1253;((113.97216764130128, -7.6205300000000005),)
3453;butinge offshore terminal;PID1254;((20.96025248490338, 56.044979999999995),)
3455;teluk kabung;PID1255;((100.3929934518647, -1.05375),)
3456;pepel;PID1256;((-13.05845773508772, 8.580124999999999),)
3458;bw cidade de sao vicente offshore;PID1257;((-42.884725, -25.609725),)
3460;teluk paku;PID1258;((103.31610761621472, 1.067755),)
3461;bz 25-1 offshore;PID1259;((119.163335, 38.246665),)
3462;kalundborg;PID1260;((11.095731669519326, 55.663255),)
3463;TEMA;PID1261;((0.05865752663879147, 5.641655),)
3467;cabedelo;PID1262;((-34.840600581457664, -6.97153),)
3481;petrojarl foinaven offshore terminal;PID1263;((-4.278591010273972, 60.314025),)
3482;KANDLA;PID1264;((70.21597600368719, 23.014665),)
3485;KANOKAWA KO;PID1265;((132.434108539629, 34.173855),)
3486;VILLANUEVA;PID1266;((124.71996496504873, 8.68234),)
3487;TEXAS CITY;PID1267;((-94.88993087242659, 29.344340000000003),)
3489;SARROCH OIL TERMINAL;PID1268;((9.04278690349396, 39.1468),)
3493;TRENTON;PID1269;((-75.37598894951296, 39.822125),)
3495;THESSALONIKI;PID1270;((22.90857636763824, 40.630579999999995),)
3496;PHILLIPSBURG;PID1271;((-63.05122921165629, 18.01557),)
3497;KARACHI;PID1272;((66.98500373303168, 24.80929),)
3498;CALABAR;PID1273;((8.285237270208286, 4.932012115),)
3501;karimun besar;PID1274;((103.5, 1.0916649999999999),)
3502;PUERTO CALDERA;PID1275;((-84.73870691231195, 9.917470000000002),)
3507;caleta cordoba;PID1276;((-67.32027500000001, -45.774445),)
3508;karlshamn;PID1277;((14.87077080392157, 56.14936),)
3509;piraeus;PID1278;((23.569891923076923, 37.9602),)
3511;caleta olivia;PID1279;((-67.47833, -46.425555),)
3512;pisco;PID1280;((-76.23926210503197, -13.73197),)
3513;CALETA PATILLOS;PID1281;((-70.19990678742157, -20.75479),)
3517;PUERTO DEL CALLAO;PID1282;((-77.14592691645407, -12.044575),)
3522;tjeldbergodden;PID1283;((8.684816549336267, 63.41061),)
3524;campana;PID1284;((-58.93410206216955, -34.16084),)
3525;KARSTO;PID1285;((5.504366742354034, 59.257985000000005),)
3526;TOAMASINA;PID1286;((49.45627699458991, -18.168860000000002),)
3529;tobruk;PID1287;((23.993281451342277, 32.059560000000005),)
3530;PLOCE;PID1288;((17.432615846324552, 43.041215),)
3532;tocopilla;PID1289;((-70.20913006132392, -22.09252),)
3538;nouadhibou;PID1290;((-17.032929587730873, 20.822355),)
3539;sandwich;PID1291;((-70.51193948529412, 41.77332),)
3540;KAVALA;PID1292;((24.453107097656257, 40.936795000000004),)
3541;TOLEDO;PID1293;((-83.46465831220407, 41.670075),)
3542;pointe a pitre;PID1294;((-61.531566479820626, 16.191885),)
3543;CAPE FLATTERY HARBOR;PID1295;((145.3128809909171, -14.921230000000001),)
3544;POINTE NOIRE;PID1296;((11.838765681448333, -4.771885),)
3545;tombak;PID1297;((52.18546237853205, 27.71185),)
3548;tongyeong;PID1298;((128.46119320365386, 34.891415),)
3549;CAP LOPEZ;PID1299;((8.713756457903, -0.630555),)
3551;point limboh;PID1300;((9.121211967761557, 3.9928999999999997),)
3552;TOPOLOBAMPO;PID1301;((-109.10427458843799, 25.567495),)
3553;KAWASAKI KO;PID1302;((139.766161990071, 35.47501054916111),)
3555;POINT LISAS INDUSTRIAL PORT;PID1303;((-61.49359650948884, 10.37048),)
3556;carboneras;PID1304;((-1.8943696686746985, 36.97417),)
3561;polvo offshore terminal;PID1305;((-41.010000000000005, -23.085),)
3564;POMALAA;PID1306;((121.46758754369954, -4.120605),)
3566;toros gubre terminal;PID1307;((35.98851189075828, 36.911185),)
3568;CARTAGENA;PID1308;((-75.55760410009569, 10.3549),)
3569;TORRE ANNUNZIATA;PID1309;((14.452730386904761, 40.746865),)
3571;ponta delgada;PID1310;((-25.661155000000004, 37.738884999999996),)
3572;casablanca;PID1311;((-7.593050573263562, 33.628215),)
3574;ponta ubu;PID1312;((-40.57103252475248, -20.78942),)
3576;MIKAWA;PID1313;((137.28365815600287, 34.73029),)
3577;EL GRAO;PID1314;((0.017980511871387373, 39.960565),)
3578;kemen;PID1315;((119.76787331144465, 26.388835),)
3579;TRABZON;PID1316;((39.82747848101265, 40.991235),)
3580;PORBANDAR;PID1317;((69.58657362721894, 21.623179999999998),)
3581;kemi;PID1318;((24.52272176129607, 65.664335),)
3582;tramandai offshore terminal;PID1319;((-50.08611205554264, -30.02024),)
3583;TAHKOLUOTO;PID1320;((21.464696376309334, 61.619975),)
3587;catskill;PID1321;((-73.86614251965275, 42.21595),)
3592;PORT ALMA;PID1322;((151.01724219415536, -23.515825),)
3594;CAYO ARCAS TERMINAL;PID1323;((-91.958315, 20.200989999999997),)
3595;BEAUMONT;PID1324;((-93.85279536545073, 29.869315),)
3596;cebu;PID1325;((123.92167318036402, 10.30053),)
3597;MINA TARABULUS (TRIPOLI);PID1326;((13.215070711722483, 32.918735),)
3598;PORT AU PRINCE;PID1327;((-72.56479295715147, 18.682055),)
3600;TARABULUS;PID1328;((35.85036058537534, 34.48922),)
3601;KHAWR AL AMAYA;PID1329;((48.806658412906216, 29.784045),)
3603;CEIBA TERMINAL;PID1330;((9.229674270009237, 1.40808),)
3606;khor al fakkan port;PID1331;((56.360138684210526, 25.359945000000003),)
3607;trois rivieres;PID1332;((-72.51985149853283, 46.356655),)
3608;chabahar;PID1333;((60.60754000363725, 25.31516),)
3609;port canaveral;PID1334;((-80.6115618082012, 28.411955),)
3611;TROMSO;PID1335;((18.99567675891182, 69.666325),)
3613;PORT CARTIER;PID1336;((-66.78160388113838, 50.022865),)
3615;port colborne;PID1337;((-79.24855474148802, 42.85838),)
3618;ehoala;PID1338;((46.99391487737892, -25.06663),)
3620;tsuneishi;PID1339;((133.30243315957446, 34.385095),)
3621;KIIRE;PID1340;((130.56139307954408, 31.389294999999997),)
3624;port elizabeth;PID1341;((25.6396778350531, -33.948185),)
3625;chaozhou sanbaimen;PID1342;((117.10529767553368, 23.550804999999997),)
3626;kikuma;PID1343;((132.86010085078533, 34.064475),)
3627;PORT ESQUIVEL;PID1344;((-77.12211106353591, 17.884945000000002),)
3628;CHARLESTON;PID1345;((-79.94822300776197, 32.81754),)
3630;tuban;PID1346;((111.98778660937776, -6.78906),)
3631;port everglades;PID1347;((-80.11896841110024, 26.080779999999997),)
3633;charlottetown;PID1348;((-63.11642148014171, 46.22943),)
3634;tuban marine terminal;PID1349;((112.13, -6.66),)
3636;chekka;PID1350;((35.71148940442427, 34.32503),)
3637;TUBARAO;PID1351;((-40.23613417952193, -20.284860000000002),)
3638;PORT GENTIL;PID1352;((8.788962265346182, -0.691385),)
3639;CHENNAI (MADRAS);PID1353;((80.31264150702233, 13.124659999999999),)
3643;tumaco offshore terminal;PID1354;((-78.805835, 1.85361),)
3644;PORT HAWKESBURY;PID1355;((-61.352646875, 45.586965),)
3646;NEWPORT NEWS;PID1356;((-76.35367934141223, 36.8882),)
3648;PORT HEDLAND;PID1357;((118.58304857878372, -20.32),)
3651;tuxpan;PID1358;((-97.26476017558406, 21.00239),)
3654;tuzla;PID1359;((29.270120745545075, 40.851535),)
3655;port kaiser;PID1360;((-77.60390964604403, 17.85612),)
3656;kin wan;PID1361;((127.95753928285967, 26.369445),)
3657;port kamsar;PID1362;((-14.620716405522806, 10.645859999999999),)
3658;CALUMET HARBOR;PID1363;((-87.49138600094876, 41.674835),)
3659;kirkenes;PID1364;((30.032424748377945, 69.726695),)
3660;UDDEVALLA;PID1365;((11.88435686335404, 58.33934),)
3661;KAVKAZ OIL TERMINAL;PID1366;((36.73476502136687, 45.371445),)
3665;PUERTO DE CHIMBOTE;PID1367;((-78.59821606232295, -9.063935),)
3668;portland;PID1368;((141.63973025573353, -38.340090000000004),)
3669;jinhae;PID1369;((128.6882981329114, 35.121115),)
3670;UMM QASR;PID1370;((47.857662291804914, 30.186104999999998),)
3671;PORTLAND HARBOUR;PID1371;((-2.4324637425343436, 50.573314999999994),)
3673;chiriqui grande oil terminal;PID1372;((-82.10709183617469, 8.964295),)
3674;portland;PID1373;((-122.76868937500001, 45.58885),)
3675;usan offshore terminal;PID1374;((7.4143611360587, 3.51565),)
3677;portland maine;PID1375;((-70.25340144869216, 43.64481),)
3679;KITIMAT;PID1376;((-128.6718224560537, 53.977895000000004),)
3684;PORT LATTA;PID1377;((145.38704920616115, -40.84021),)
3685;cienfuegos;PID1378;((-80.4531607801917, 22.109895),)
3686;REKA LUGA;PID1379;((28.391406085043986, 59.6875),)
3687;PORT LAVACA;PID1380;((-96.47890615616147, 28.549395),)
3688;cilacap;PID1381;((108.99469534418606, -7.7214849999999995),)
3689;PORT LOUIS;PID1382;((57.484522662852385, -20.142015),)
3693;cinta offshore terminal;PID1383;((106.229165, -5.439725),)
3697;KLAIPEDA;PID1384;((21.13581203708845, 55.686409999999995),)
3698;PORT MORESBY;PID1385;((147.13020590669464, -9.462435),)
3702;CIVITAVECCHIA;PID1386;((11.771202428035044, 42.11018),)
3703;RADA DI VADO;PID1387;((8.439133715923173, 44.266275),)
3705;BANTEN;PID1388;((105.95743156943584, -6.006835000000001),)
3709;VALDEZ;PID1389;((-146.328757402387, 61.113945),)
3710;port noro;PID1390;((157.19789716535433, -8.22568),)
3711;VALENCIA;PID1391;((-0.3148772111379091, 39.436955),)
3712;CLEVELAND;PID1392;((-81.6940186875, 41.492954999999995),)
3716;CLIFTON PIER;PID1393;((-77.54579864774655, 25.0016),)
3717;koh si chang;PID1394;((100.82325777027026, 13.135829999999999),)
3718;PORTO ALEGRE;PID1395;((-51.26084940859705, -29.977835),)
3719;van gogh offshore;PID1396;((114.088335, -21.403335),)
3720;koje;PID1397;((128.7353407142857, 34.805065),)
3722;coatzacoalcos;PID1398;((-94.3918425257313, 18.113125),)
3723;KOKKOLA;PID1399;((23.023406831271092, 63.857955000000004),)
3725;KOCHI (COCHIN);PID1400;((76.25125118802168, 9.94129),)
3728;salalah;PID1401;((54.015451958646615, 16.96494),)
3729;PUERTO COLON;PID1402;((-79.88495609682153, 9.37042),)
3733;varna;PID1403;((27.850462262443436, 43.192375),)
3735;kolkata;PID1404;((88.30785680329019, 22.528535),)
3737;vasilikos;PID1405;((33.299277393092105, 34.72),)
3739;porto torres;PID1406;((8.35684772245618, 40.836355),)
3742;KOME KRIBI 1 MARINE TERMINAL;PID1407;((9.799926831894304, 2.91998),)
3743;porto trombetas;PID1408;((-56.372360220153794, -1.45476),)
3746;KOPER;PID1409;((13.713285027343268, 45.55623),)
3747;PORTO VESME;PID1410;((8.395547778398216, 39.192415),)
3748;COME BY CHANCE HARBOR;PID1411;((-54.01701671875, 47.810590000000005),)
3749;venice;PID1412;((12.26216383901193, 45.446435),)
3753;korfez;PID1413;((29.75838861257118, 40.755224999999996),)
3754;CONAKRY;PID1414;((-13.71402012170553, 9.51864),)
3755;veracruz;PID1415;((-96.09300126937383, 19.167505),)
3757;port rhoades;PID1416;((-77.41490169430679, 18.46182),)
3760;KOTA BARU;PID1417;((116.17608067010309, -3.260835),)
3762;concepcion del uruguay;PID1418;((-58.218393643873334, -32.484449999999995),)
3764;port said;PID1419;((32.37049635828049, 31.22759),)
3765;SAPANGAR BAY;PID1420;((116.05892665969711, 6.0314049999999995),)
3766;conchan;PID1421;((-76.93537584134714, -12.257774999999999),)
3767;vigo;PID1422;((-8.724420301809205, 42.243735),)
3768;KOTKA;PID1423;((26.936637586999066, 60.458235),)
3769;VILA DO CONDE;PID1424;((-48.74318252502833, -1.517565),)
3770;PORTSMOUTH;PID1425;((-70.77549861389829, 43.08964),)
3772;NORTH BEND;PID1426;((-124.19684561280556, 43.394895000000005),)
3774;port st. helens;PID1427;((-122.81641312163605, 45.909015),)
3775;TUBORG;PID1428;((12.636048225673655, 55.689724999999996),)
3778;KPEME;PID1429;((1.5164516679995348, 6.202730000000001),)
